gender,height_mm,weight_kg,chest_circumference_mm,waist_circumference_mm,hip_breadth_mm,neck_circumference_mm,shoulder_circumference_mm,arm_length_mm,thigh_circumference_mm,calf_circumference_mm,leg_length_mm,chest_cm,waist_cm,hip_cm,clothing_size
Female,1559,574,870,808,336,320,947,755,583,354,998,87.0,80.8,33.6,L
Female,1639,621,902,758,324,315,975,794,573,389,1057,90.2,75.8,32.4,M
Female,1574,618,914,883,340,342,987,785,594,350,1017,91.4,88.3,34.0,XL
Female,1530,518,824,789,337,320,946,721,554,338,967,82.4,78.9,33.7,M
Female,1552,631,881,812,355,326,985,804,630,392,977,88.1,81.2,35.5,L
Female,1572,653,929,838,348,347,1029,771,606,358,1002,92.9,83.8,34.8,L
Female,1670,646,900,770,326,312,1064,859,578,383,1094,90.0,77.0,32.6,M
Female,1574,569,807,707,325,304,972,785,574,377,1014,80.7,70.7,32.5,S
Female,1636,661,950,798,347,335,1013,827,614,380,1040,95.0,79.8,34.7,M
Female,1575,598,892,856,341,319,991,745,568,351,1022,89.2,85.6,34.1,L
Female,1676,533,852,716,328,301,918,815,542,327,1054,85.2,71.6,32.8,S
Female,1705,755,1071,940,358,353,1101,887,583,371,1134,107.1,94.0,35.8,XL
Female,1603,702,987,907,365,373,1048,808,626,389,1037,98.7,90.7,36.5,XL
Female,1593,655,961,832,368,322,1022,800,616,357,1003,96.1,83.2,36.8,L
Female,1611,644,912,836,336,339,1059,810,589,354,1051,91.2,83.6,33.6,L
Female,1673,680,947,840,364,330,998,814,602,364,1064,94.7,84.0,36.4,L
Female,1689,715,893,790,362,330,1080,866,616,398,1052,89.3,79.0,36.2,L
Female,1529,499,837,733,320,318,970,765,545,359,930,83.7,73.3,32.0,M
Female,1602,523,882,700,315,310,948,788,513,337,1009,88.2,70.0,31.5,M
Female,1764,740,1057,805,363,323,1034,850,581,375,1107,105.7,80.5,36.3,XL
Female,1648,750,956,937,383,329,1021,850,676,415,1076,95.6,93.7,38.3,XL
Female,1587,604,976,867,334,336,980,795,576,322,1011,97.6,86.7,33.4,L
Female,1492,430,808,641,284,296,906,745,474,318,972,80.8,64.1,28.4,S
Female,1567,750,1082,951,369,368,1078,798,632,365,991,108.2,95.1,36.9,XL
Female,1563,716,1002,845,372,330,1101,835,656,372,1063,100.2,84.5,37.2,L
Female,1663,723,966,876,344,336,1054,858,618,359,1070,96.6,87.6,34.4,L
Female,1617,765,1030,951,380,345,1085,831,662,403,1003,103.0,95.1,38.0,XL
Female,1683,660,904,790,344,315,1070,871,578,373,1089,90.4,79.0,34.4,M
Female,1636,600,914,752,343,315,987,806,588,367,1013,91.4,75.2,34.3,M
Female,1628,695,933,807,346,315,1056,801,619,430,1095,93.3,80.7,34.6,L
Female,1536,637,917,852,342,308,1010,802,613,373,983,91.7,85.2,34.2,L
Female,1530,602,874,880,350,326,1023,790,585,357,963,87.4,88.0,35.0,XL
Female,1678,815,1022,913,377,338,1071,865,670,405,1135,102.2,91.3,37.7,XL
Female,1682,773,956,885,352,338,1074,890,630,378,1093,95.6,88.5,35.2,XL
Female,1585,537,850,742,305,317,994,808,523,327,1012,85.0,74.2,30.5,M
Female,1588,672,912,826,340,318,1022,832,634,407,1028,91.2,82.6,34.0,L
Female,1718,698,895,820,348,325,1082,877,612,352,1121,89.5,82.0,34.8,L
Female,1655,809,1021,1010,422,355,1068,820,681,370,1077,102.1,101.0,42.2,XXL
Female,1705,722,893,820,361,326,1043,842,647,388,1077,89.3,82.0,36.1,L
Female,1608,630,976,792,342,321,1009,799,541,394,1039,97.6,79.2,34.2,L
Female,1607,654,886,766,343,330,1039,816,592,393,1063,88.6,76.6,34.3,M
Female,1490,484,847,728,310,307,916,740,518,328,907,84.7,72.8,31.0,M
Female,1563,653,956,895,335,335,1023,787,610,365,994,95.6,89.5,33.5,XL
Female,1677,669,824,811,369,330,991,805,632,384,1106,82.4,81.1,36.9,L
Female,1615,668,945,856,356,336,1037,826,625,367,1041,94.5,85.6,35.6,L
Female,1570,672,907,772,371,316,1031,801,643,407,1038,90.7,77.2,37.1,L
Female,1563,597,887,826,371,305,980,783,623,354,994,88.7,82.6,37.1,L
Female,1627,658,929,844,341,339,1023,812,615,377,1039,92.9,84.4,34.1,L
Female,1743,657,863,756,336,342,1033,845,587,351,1148,86.3,75.6,33.6,M
Female,1635,681,917,893,375,335,1017,805,604,374,1043,91.7,89.3,37.5,XL
Female,1699,894,1070,1059,419,356,1106,871,704,405,1112,107.0,105.9,41.9,XXXL
Female,1503,643,883,781,362,350,1029,768,654,393,970,88.3,78.1,36.2,L
Female,1637,857,1103,932,383,364,1086,802,671,435,1047,110.3,93.2,38.3,XL
Female,1544,560,854,746,325,317,976,756,576,347,984,85.4,74.6,32.5,M
Female,1493,613,908,801,339,320,1044,784,603,384,961,90.8,80.1,33.9,L
Female,1645,662,913,928,369,342,1041,836,584,353,1025,91.3,92.8,36.9,XL
Female,1707,719,923,806,358,333,1046,855,603,425,1131,92.3,80.6,35.8,L
Female,1611,586,889,749,337,312,999,780,579,369,1029,88.9,74.9,33.7,M
Female,1543,576,845,767,316,328,1034,780,553,377,982,84.5,76.7,31.6,M
Female,1604,560,874,748,325,314,980,786,555,344,1013,87.4,74.8,32.5,M
Female,1588,616,851,798,352,324,962,782,593,399,1007,85.1,79.8,35.2,M
Female,1543,533,811,722,316,317,947,788,549,370,988,81.1,72.2,31.6,M
Female,1630,678,998,888,361,317,1006,800,627,365,1053,99.8,88.8,36.1,XL
Female,1674,776,974,784,339,357,1134,862,582,378,1092,97.4,78.4,33.9,L
Female,1560,658,935,778,365,308,1065,806,621,384,974,93.5,77.8,36.5,L
Female,1620,666,1001,930,349,327,984,779,591,370,1046,100.1,93.0,34.9,XL
Female,1613,549,790,740,349,307,957,785,584,350,1027,79.0,74.0,34.9,M
Female,1541,539,854,818,333,308,998,755,529,350,973,85.4,81.8,33.3,L
Female,1595,814,1056,1026,409,345,1085,806,704,399,1062,105.6,102.6,40.9,XXL
Female,1600,611,923,796,336,320,1008,786,574,363,1005,92.3,79.6,33.6,M
Female,1690,777,942,865,380,334,1044,840,662,427,1098,94.2,86.5,38.0,L
Female,1612,725,930,892,353,328,1001,780,639,411,1041,93.0,89.2,35.3,XL
Female,1559,664,945,891,351,355,1019,778,624,372,962,94.5,89.1,35.1,XL
Female,1678,806,1037,985,400,331,1074,860,645,399,1097,103.7,98.5,40.0,XXL
Female,1608,522,836,767,334,298,912,799,533,338,1006,83.6,76.7,33.4,M
Female,1559,478,790,698,311,299,932,765,510,333,966,79.0,69.8,31.1,S
Female,1683,845,1040,1031,383,370,1075,858,708,416,1112,104.0,103.1,38.3,XXL
Female,1586,685,985,869,391,332,1081,794,608,374,1010,98.5,86.9,39.1,XL
Female,1646,646,932,853,353,328,990,816,582,377,1066,93.2,85.3,35.3,L
Female,1656,679,908,788,341,340,1048,823,607,376,1063,90.8,78.8,34.1,M
Female,1515,509,820,755,312,317,942,760,545,350,958,82.0,75.5,31.2,M
Female,1754,745,953,868,356,327,1085,880,607,389,1136,95.3,86.8,35.6,L
Female,1699,670,934,773,373,330,1030,831,592,392,1055,93.4,77.3,37.3,L
Female,1573,573,969,847,324,328,927,765,535,327,1027,96.9,84.7,32.4,L
Female,1657,597,841,799,350,310,949,790,566,363,1073,84.1,79.9,35.0,M
Female,1655,665,998,895,342,318,990,805,570,383,1058,99.8,89.5,34.2,XL
Female,1502,505,826,740,306,302,935,740,532,347,980,82.6,74.0,30.6,M
Female,1653,749,953,927,382,346,1011,803,634,393,1027,95.3,92.7,38.2,XL
Female,1633,756,1001,905,366,355,1065,820,649,392,1053,100.1,90.5,36.6,XL
Female,1585,634,956,837,331,309,1031,818,599,366,1024,95.6,83.7,33.1,L
Female,1632,768,975,896,400,347,1054,832,673,413,1052,97.5,89.6,40.0,XL
Female,1616,804,1019,968,388,361,1111,805,683,403,1039,101.9,96.8,38.8,XXL
Female,1670,762,971,941,377,342,1056,820,652,400,1082,97.1,94.1,37.7,XL
Female,1632,526,890,698,331,308,965,776,517,332,989,89.0,69.8,33.1,M
Female,1648,653,834,785,333,306,1055,860,617,377,1092,83.4,78.5,33.3,M
Female,1576,726,1046,928,347,346,1027,831,625,373,1061,104.6,92.8,34.7,XL
Female,1606,557,920,783,307,316,970,791,538,342,1020,92.0,78.3,30.7,M
Female,1652,599,869,772,349,310,1003,810,573,359,1071,86.9,77.2,34.9,M
Female,1625,759,1003,970,386,320,1040,810,636,393,1040,100.3,97.0,38.6,XXL
Female,1598,607,955,880,332,341,984,738,586,353,995,95.5,88.0,33.2,XL
Female,1618,669,1068,946,378,324,994,788,615,338,1036,106.8,94.6,37.8,XL
Female,1674,697,988,915,364,343,1024,797,587,374,1067,98.8,91.5,36.4,XL
Female,1563,614,912,855,373,318,1035,780,597,353,976,91.2,85.5,37.3,L
Female,1728,742,1027,881,399,337,1075,837,629,360,1084,102.7,88.1,39.9,XL
Female,1590,671,995,855,375,327,1039,790,631,372,1018,99.5,85.5,37.5,L
Female,1636,577,834,825,344,324,1043,827,582,358,1037,83.4,82.5,34.4,L
Female,1655,803,972,939,360,354,1121,831,662,411,1061,97.2,93.9,36.0,XL
Female,1707,634,928,837,365,309,1039,817,577,357,1038,92.8,83.7,36.5,L
Female,1676,681,891,822,368,318,996,817,632,389,1073,89.1,82.2,36.8,L
Female,1633,734,998,895,387,329,1055,819,639,394,1030,99.8,89.5,38.7,XL
Female,1607,672,983,803,351,345,1050,811,618,384,1016,98.3,80.3,35.1,L
Female,1618,662,919,911,362,310,1000,771,599,377,1033,91.9,91.1,36.2,XL
Female,1708,703,916,822,392,326,1063,811,637,378,1104,91.6,82.2,39.2,XL
Female,1735,709,920,790,362,334,1072,820,608,387,1141,92.0,79.0,36.2,L
Female,1715,586,855,700,319,318,1025,847,530,346,1088,85.5,70.0,31.9,S
Female,1570,493,923,727,320,303,950,766,516,327,990,92.3,72.7,32.0,M
Female,1642,733,988,849,363,332,1025,813,645,414,1061,98.8,84.9,36.3,L
Female,1788,996,1098,1174,417,358,1093,856,728,439,1123,109.8,117.4,41.7,XXXL
Female,1600,648,913,837,356,341,1018,784,619,351,1031,91.3,83.7,35.6,L
Female,1675,729,936,835,366,314,1045,831,646,407,1028,93.6,83.5,36.6,L
Female,1634,902,1093,1114,407,392,1108,804,702,413,1047,109.3,111.4,40.7,XXXL
Female,1576,754,1037,960,387,338,1017,769,647,433,994,103.7,96.0,38.7,XXL
Female,1599,654,903,814,337,328,1069,820,629,378,1006,90.3,81.4,33.7,L
Female,1598,708,883,824,369,339,1029,792,672,432,1016,88.3,82.4,36.9,L
Female,1548,647,986,889,351,341,1010,762,600,362,990,98.6,88.9,35.1,XL
Female,1607,631,920,790,342,331,1031,810,593,367,1014,92.0,79.0,34.2,M
Female,1686,666,904,775,364,342,996,797,628,378,1067,90.4,77.5,36.4,L
Female,1640,667,865,827,357,333,988,761,617,407,1024,86.5,82.7,35.7,L
Female,1563,497,864,707,325,297,940,756,530,344,963,86.4,70.7,32.5,S
Female,1591,558,848,788,327,304,956,766,579,340,985,84.8,78.8,32.7,M
Female,1678,921,1097,982,406,368,1101,900,701,422,1115,109.7,98.2,40.6,XXL
Female,1670,695,937,804,361,313,1024,821,642,394,1055,93.7,80.4,36.1,L
Female,1529,563,947,847,310,318,990,769,538,344,991,94.7,84.7,31.0,L
Female,1616,603,860,757,341,330,999,770,578,357,1037,86.0,75.7,34.1,M
Female,1620,647,959,860,355,321,1030,813,602,388,1035,95.9,86.0,35.5,L
Female,1510,642,945,827,363,332,1005,742,632,394,974,94.5,82.7,36.3,L
Female,1626,701,1022,852,378,318,1044,793,647,391,1017,102.2,85.2,37.8,L
Female,1600,583,859,815,346,317,974,753,586,370,995,85.9,81.5,34.6,L
Female,1679,843,1076,966,387,363,1110,854,670,420,1069,107.6,96.6,38.7,XXL
Female,1600,696,1055,928,375,336,1017,800,635,365,982,105.5,92.8,37.5,XL
Female,1618,735,1072,906,363,342,1060,814,621,380,1038,107.2,90.6,36.3,XL
Female,1629,470,863,729,318,319,938,762,495,308,1028,86.3,72.9,31.8,M
Female,1651,608,901,775,349,305,992,815,584,364,1050,90.1,77.5,34.9,M
Female,1596,515,791,742,334,294,917,805,552,333,1024,79.1,74.2,33.4,M
Female,1654,717,983,882,353,339,1040,830,651,374,1061,98.3,88.2,35.3,XL
Female,1776,889,1035,995,403,362,1161,901,708,378,1168,103.5,99.5,40.3,XXL
Female,1546,532,845,705,342,307,945,748,555,341,981,84.5,70.5,34.2,M
Female,1676,747,990,876,363,315,1065,850,598,400,1050,99.0,87.6,36.3,L
Female,1585,622,924,775,362,320,992,770,619,374,1010,92.4,77.5,36.2,L
Female,1594,574,899,733,313,312,1015,800,538,348,997,89.9,73.3,31.3,M
Female,1629,565,870,781,339,312,1004,808,541,353,1011,87.0,78.1,33.9,M
Female,1581,646,972,840,364,320,1024,802,609,383,1012,97.2,84.0,36.4,L
Female,1614,529,855,751,326,313,924,776,531,340,1010,85.5,75.1,32.6,M
Female,1559,648,947,834,350,338,1034,767,630,377,980,94.7,83.4,35.0,L
Female,1697,751,967,878,374,328,1095,850,633,380,1121,96.7,87.8,37.4,L
Female,1674,740,1026,879,380,340,1108,842,628,387,1027,102.6,87.9,38.0,L
Female,1692,758,1018,974,369,333,1087,880,618,388,1090,101.8,97.4,36.9,XXL
Female,1615,554,849,760,314,303,940,785,543,367,963,84.9,76.0,31.4,M
Female,1762,852,1045,964,363,381,1100,896,656,392,1143,104.5,96.4,36.3,XXL
Female,1573,814,986,1025,402,356,1061,815,739,422,1005,98.6,102.5,40.2,XXL
Female,1674,824,1064,966,383,335,1110,826,692,407,1034,106.4,96.6,38.3,XXL
Female,1531,503,874,761,330,299,943,728,542,320,982,87.4,76.1,33.0,M
Female,1505,607,964,905,348,311,973,745,601,372,940,96.4,90.5,34.8,XL
Female,1700,692,858,851,342,343,1055,815,618,374,1094,85.8,85.1,34.2,L
Female,1539,640,992,903,334,317,980,765,591,377,951,99.2,90.3,33.4,XL
Female,1620,650,885,820,353,324,1001,832,596,375,986,88.5,82.0,35.3,L
Female,1712,580,828,719,320,320,999,815,545,344,1056,82.8,71.9,32.0,S
Female,1554,601,927,810,363,314,999,782,603,374,971,92.7,81.0,36.3,L
Female,1598,601,821,728,342,338,984,784,590,364,982,82.1,72.8,34.2,M
Female,1612,664,968,845,347,340,1029,813,607,388,1033,96.8,84.5,34.7,L
Female,1707,703,857,806,365,314,1010,850,636,387,1087,85.7,80.6,36.5,L
Female,1611,616,922,764,348,314,996,780,630,382,1033,92.2,76.4,34.8,M
Female,1599,654,967,854,338,355,1000,750,585,362,962,96.7,85.4,33.8,L
Female,1569,589,848,747,328,311,995,785,583,342,990,84.8,74.7,32.8,M
Female,1663,524,864,656,335,296,960,780,533,344,1009,86.4,65.6,33.5,M
Female,1666,706,962,886,357,322,1035,800,623,400,1036,96.2,88.6,35.7,XL
Female,1659,676,837,801,346,324,1012,804,621,385,1046,83.7,80.1,34.6,L
Female,1543,623,965,895,331,330,989,775,577,358,963,96.5,89.5,33.1,XL
Female,1571,628,931,916,350,309,1028,763,585,362,1032,93.1,91.6,35.0,XL
Female,1618,503,795,681,321,312,941,784,512,365,1025,79.5,68.1,32.1,S
Female,1610,599,910,790,341,304,996,776,594,358,1009,91.0,79.0,34.1,M
Female,1512,508,786,680,303,287,988,756,586,361,953,78.6,68.0,30.3,S
Female,1555,520,785,725,291,320,968,778,537,329,974,78.5,72.5,29.1,M
Female,1729,831,1050,942,362,350,1114,841,643,399,1081,105.0,94.2,36.2,XL
Female,1593,622,964,838,326,334,1027,774,585,362,1007,96.4,83.8,32.6,L
Female,1609,706,973,883,355,330,1054,830,605,395,1035,97.3,88.3,35.5,XL
Female,1648,667,917,907,368,322,1034,802,613,367,1073,91.7,90.7,36.8,XL
Female,1631,730,953,878,370,333,1031,820,629,404,1003,95.3,87.8,37.0,L
Female,1712,842,1032,980,414,355,1115,860,671,417,1081,103.2,98.0,41.4,XXL
Female,1541,549,799,794,336,317,969,777,578,356,986,79.9,79.4,33.6,M
Female,1663,609,864,754,340,318,1037,820,601,374,1101,86.4,75.4,34.0,M
Female,1614,670,990,844,342,327,1056,804,582,379,1051,99.0,84.4,34.2,L
Female,1598,711,1006,860,353,367,1024,800,602,410,1018,100.6,86.0,35.3,L
Female,1617,655,951,865,345,330,993,785,587,368,999,95.1,86.5,34.5,L
Female,1658,771,999,900,365,344,1121,832,638,397,1025,99.9,90.0,36.5,XL
Female,1642,668,935,769,350,322,1037,850,617,382,1048,93.5,76.9,35.0,M
Female,1698,707,905,863,368,314,1032,820,648,390,1077,90.5,86.3,36.8,L
Female,1648,757,1045,936,350,344,1079,830,627,403,1041,104.5,93.6,35.0,XL
Female,1756,857,990,866,386,333,1114,845,695,451,1143,99.0,86.6,38.6,L
Female,1651,678,922,842,362,342,990,843,602,397,1062,92.2,84.2,36.2,L
Female,1634,630,893,819,349,314,1011,790,608,370,1014,89.3,81.9,34.9,L
Female,1709,745,882,794,354,337,1084,880,648,399,1121,88.2,79.4,35.4,M
Female,1686,564,828,746,317,314,1057,862,521,334,1119,82.8,74.6,31.7,M
Female,1645,721,1009,878,379,319,1018,782,605,388,997,100.9,87.8,37.9,L
Female,1565,646,925,835,333,332,1038,801,606,377,1024,92.5,83.5,33.3,L
Female,1537,444,805,690,300,294,941,735,486,304,966,80.5,69.0,30.0,S
Female,1511,591,918,800,337,316,1001,740,580,358,962,91.8,80.0,33.7,L
Female,1649,696,941,848,348,338,1019,814,635,372,1065,94.1,84.8,34.8,L
Female,1458,445,808,694,306,304,934,715,510,328,903,80.8,69.4,30.6,S
Female,1759,726,893,765,335,344,1075,885,616,403,1133,89.3,76.5,33.5,M
Female,1558,707,904,885,377,329,1031,770,675,426,992,90.4,88.5,37.7,XL
Female,1688,643,937,797,330,332,1040,812,569,362,1039,93.7,79.7,33.0,M
Female,1581,654,869,831,351,305,1032,834,612,394,1035,86.9,83.1,35.1,L
Female,1583,626,902,840,344,337,1049,801,583,350,997,90.2,84.0,34.4,L
Female,1643,736,926,871,353,346,1102,837,679,377,1038,92.6,87.1,35.3,L
Female,1752,853,1031,955,387,354,1122,881,665,400,1110,103.1,95.5,38.7,XL
Female,1600,750,948,936,422,332,1017,765,704,391,1020,94.8,93.6,42.2,XXL
Female,1618,797,1086,905,370,363,1080,847,664,394,1073,108.6,90.5,37.0,XL
Female,1710,837,1053,1005,372,338,1121,890,674,425,1094,105.3,100.5,37.2,XXL
Female,1585,590,838,756,322,312,985,804,578,366,1003,83.8,75.6,32.2,M
Female,1595,512,840,719,316,301,1006,795,516,344,1021,84.0,71.9,31.6,S
Female,1614,621,945,794,339,330,1024,819,599,356,1024,94.5,79.4,33.9,M
Female,1663,810,1058,967,370,334,1047,820,628,398,1048,105.8,96.7,37.0,XXL
Female,1617,614,915,846,342,324,984,780,568,394,1028,91.5,84.6,34.2,L
Female,1596,544,853,738,326,300,978,798,592,353,1042,85.3,73.8,32.6,M
Female,1602,603,875,790,327,306,973,785,597,355,1033,87.5,79.0,32.7,M
Female,1694,792,1021,926,358,343,1099,833,668,395,1088,102.1,92.6,35.8,XL
Female,1510,618,1015,853,350,349,976,747,607,365,974,101.5,85.3,35.0,L
Female,1534,603,995,886,330,325,1036,750,560,358,950,99.5,88.6,33.0,XL
Female,1634,885,1127,970,387,377,1129,816,677,415,1045,112.7,97.0,38.7,XXL
Female,1679,842,1038,1000,405,352,1070,825,698,408,1056,103.8,100.0,40.5,XXL
Female,1618,798,1011,956,425,336,1030,760,724,414,1026,101.1,95.6,42.5,XXL
Female,1658,634,908,840,348,330,964,789,591,368,1053,90.8,84.0,34.8,L
Female,1643,561,870,749,322,307,970,823,547,363,1058,87.0,74.9,32.2,M
Female,1652,774,992,905,398,347,1081,824,692,385,1063,99.2,90.5,39.8,XL
Female,1615,730,988,847,378,319,1020,791,661,403,1042,98.8,84.7,37.8,L
Female,1674,850,1022,933,379,359,1044,820,702,435,1079,102.2,93.3,37.9,XL
Female,1527,643,995,883,334,330,1030,783,591,371,970,99.5,88.3,33.4,XL
Female,1518,505,877,710,318,311,993,720,540,340,954,87.7,71.0,31.8,S
Female,1653,729,840,825,387,321,1038,840,698,405,1087,84.0,82.5,38.7,L
Female,1659,835,1035,866,362,362,1127,815,673,434,1057,103.5,86.6,36.2,L
Female,1570,463,807,668,329,291,888,736,544,318,965,80.7,66.8,32.9,S
Female,1570,802,1063,1121,387,389,1057,780,662,417,986,106.3,112.1,38.7,XXXL
Female,1653,951,1153,1121,406,402,1175,833,726,425,1083,115.3,112.1,40.6,XXXL
Female,1712,582,815,680,328,307,1023,822,560,336,1106,81.5,68.0,32.8,S
Female,1519,703,999,863,356,334,1006,745,657,388,948,99.9,86.3,35.6,L
Female,1702,1019,1145,1127,425,385,1186,885,755,428,1143,114.5,112.7,42.5,XXXL
Female,1627,645,915,801,337,327,994,756,615,400,1038,91.5,80.1,33.7,L
Female,1516,721,1065,942,366,340,1043,790,681,397,1007,106.5,94.2,36.6,XL
Female,1583,661,1032,900,334,335,1036,787,598,350,998,103.2,90.0,33.4,XL
Female,1647,589,896,775,345,333,980,815,598,343,1064,89.6,77.5,34.5,M
Female,1594,528,837,702,324,297,931,763,552,359,1022,83.7,70.2,32.4,S
Female,1617,623,913,783,334,326,1007,777,597,373,1034,91.3,78.3,33.4,M
Female,1674,896,1188,1032,332,405,1154,860,657,394,1076,118.8,103.2,33.2,XXL
Female,1605,833,1030,981,382,355,1082,825,691,442,1067,103.0,98.1,38.2,XXL
Female,1649,916,1139,1090,371,368,1093,828,672,428,1067,113.9,109.0,37.1,XXXL
Female,1603,677,869,780,362,310,1047,855,659,373,1050,86.9,78.0,36.2,L
Female,1620,535,773,726,351,306,910,786,548,355,1014,77.3,72.6,35.1,M
Female,1584,712,1052,908,346,343,1051,817,604,362,1026,105.2,90.8,34.6,XL
Female,1579,527,860,725,323,304,939,776,550,349,1000,86.0,72.5,32.3,M
Female,1608,721,1045,933,368,328,1067,783,664,362,1002,104.5,93.3,36.8,XL
Female,1656,589,932,781,333,323,975,797,556,336,1046,93.2,78.1,33.3,M
Female,1639,731,953,867,374,313,972,804,685,399,1057,95.3,86.7,37.4,L
Female,1630,620,854,771,341,324,985,796,591,381,1008,85.4,77.1,34.1,M
Female,1615,695,1033,991,356,330,1010,780,601,344,1047,103.3,99.1,35.6,XXL
Female,1584,620,939,850,321,352,980,730,541,367,953,93.9,85.0,32.1,L
Female,1664,669,954,814,338,331,1042,815,608,363,1054,95.4,81.4,33.8,L
Female,1545,543,893,830,326,318,961,736,514,342,924,89.3,83.0,32.6,L
Female,1688,648,867,862,348,316,972,803,613,333,1087,86.7,86.2,34.8,L
Female,1673,625,842,701,332,310,994,805,586,375,1068,84.2,70.1,33.2,M
Female,1647,643,866,807,370,305,982,785,661,349,1042,86.6,80.7,37.0,L
Female,1637,736,957,957,395,322,1033,805,694,398,1021,95.7,95.7,39.5,XL
Female,1787,824,1036,922,408,338,1083,860,670,400,1136,103.6,92.2,40.8,XL
Female,1503,701,992,895,372,357,985,790,681,395,976,99.2,89.5,37.2,XL
Female,1562,699,1040,940,348,357,1004,765,600,387,1000,104.0,94.0,34.8,XL
Female,1558,754,1021,912,376,350,1014,772,650,428,1001,102.1,91.2,37.6,XL
Female,1576,647,946,818,352,323,1042,822,620,371,1023,94.6,81.8,35.2,L
Female,1628,666,961,830,372,321,1024,793,632,362,1054,96.1,83.0,37.2,L
Female,1748,831,1100,944,395,335,1071,845,644,382,1123,110.0,94.4,39.5,XL
Female,1572,632,994,840,336,334,1000,769,582,367,1017,99.4,84.0,33.6,L
Female,1743,746,937,824,381,326,1053,845,642,405,1087,93.7,82.4,38.1,L
Female,1561,589,920,904,350,334,1004,780,569,333,1045,92.0,90.4,35.0,XL
Female,1623,643,925,825,350,327,1026,790,579,379,1058,92.5,82.5,35.0,L
Female,1649,705,965,908,360,326,1055,806,639,353,1093,96.5,90.8,36.0,XL
Female,1661,760,1074,901,368,354,1094,845,669,393,1073,107.4,90.1,36.8,XL
Female,1668,680,976,847,350,318,1003,803,617,379,1101,97.6,84.7,35.0,L
Female,1722,695,941,842,385,342,1048,840,619,388,1092,94.1,84.2,38.5,L
Female,1674,868,1045,1077,386,353,1110,852,686,396,1112,104.5,107.7,38.6,XXXL
Female,1663,653,902,770,366,324,1060,840,597,380,1062,90.2,77.0,36.6,L
Female,1543,804,1001,856,404,342,1028,771,739,458,981,100.1,85.6,40.4,XL
Female,1561,673,935,763,351,351,1037,821,643,387,969,93.5,76.3,35.1,M
Female,1587,516,802,682,306,313,980,780,518,330,1013,80.2,68.2,30.6,S
Female,1495,526,928,841,308,328,966,752,518,326,939,92.8,84.1,30.8,L
Female,1645,914,1129,1106,409,355,1087,800,728,393,1063,112.9,110.6,40.9,XXXL
Female,1653,919,1061,1045,402,339,1035,802,726,453,1054,106.1,104.5,40.2,XXXL
Female,1685,757,1005,993,371,353,1030,820,641,393,1065,100.5,99.3,37.1,XXL
Female,1569,717,1048,1017,362,370,1095,812,607,347,1057,104.8,101.7,36.2,XXL
Female,1656,738,915,851,343,350,1077,830,673,398,1070,91.5,85.1,34.3,L
Female,1672,769,920,860,384,342,1050,797,678,404,1020,92.0,86.0,38.4,L
Female,1622,692,932,785,349,356,1080,810,637,369,1041,93.2,78.5,34.9,M
Female,1664,609,894,765,335,311,1025,825,540,371,1036,89.4,76.5,33.5,M
Female,1636,596,854,737,332,310,1000,796,569,374,989,85.4,73.7,33.2,M
Female,1666,740,1045,953,351,364,1076,845,586,354,1109,104.5,95.3,35.1,XL
Female,1558,804,1056,973,384,350,1053,811,717,422,1026,105.6,97.3,38.4,XXL
Female,1674,934,1093,958,381,351,1121,867,682,480,1128,109.3,95.8,38.1,XL
Female,1534,568,952,812,367,297,955,775,600,335,1004,95.2,81.2,36.7,L
Female,1630,626,847,923,367,314,960,780,632,346,1056,84.7,92.3,36.7,XL
Female,1671,738,1005,878,378,333,1045,833,679,369,1093,100.5,87.8,37.8,L
Female,1789,808,968,816,382,327,1078,826,626,395,1181,96.8,81.6,38.2,L
Female,1553,624,852,831,372,318,1008,800,625,404,1004,85.2,83.1,37.2,L
Female,1673,775,1010,903,419,325,1021,804,716,407,1020,101.0,90.3,41.9,XL
Female,1598,631,902,824,371,317,1014,805,605,383,1025,90.2,82.4,37.1,L
Female,1798,875,990,972,358,350,1172,905,662,390,1179,99.0,97.2,35.8,XXL
Female,1641,650,888,800,319,325,1035,825,595,371,1030,88.8,80.0,31.9,L
Female,1718,650,848,772,342,320,1055,885,572,367,1066,84.8,77.2,34.2,M
Female,1568,638,1001,925,345,335,1067,797,573,362,1003,100.1,92.5,34.5,XL
Female,1652,642,923,840,333,315,1000,811,621,351,1082,92.3,84.0,33.3,L
Female,1676,698,954,829,365,327,1059,832,612,385,1068,95.4,82.9,36.5,L
Female,1595,831,1083,968,380,342,1105,810,709,429,1009,108.3,96.8,38.0,XXL
Female,1697,962,1053,1095,441,342,1069,840,806,424,1081,105.3,109.5,44.1,XXXL
Female,1703,930,1167,1050,419,370,1095,870,715,413,1092,116.7,105.0,41.9,XXXL
Female,1567,489,826,696,287,307,952,758,508,326,978,82.6,69.6,28.7,S
Female,1554,536,818,760,311,313,991,769,549,353,992,81.8,76.0,31.1,M
Female,1645,629,930,736,331,329,1050,823,591,343,1054,93.0,73.6,33.1,M
Female,1625,510,818,651,302,314,1014,775,518,327,973,81.8,65.1,30.2,S
Female,1560,654,966,837,350,358,984,794,627,358,1004,96.6,83.7,35.0,L
Female,1501,588,946,798,345,320,967,769,597,347,991,94.6,79.8,34.5,M
Female,1617,650,931,880,350,321,1053,816,598,372,1000,93.1,88.0,35.0,XL
